"item_id","name","category_id","lang_code","difficult","status","create_date","recency","customer_name"
"345","TOEIC Platform Review","12","english","medium","2","1633522183000","3","c3"
"453","Using Channels in the Upskill Training Center","24","english","medium","2","1644881002000","4","c3"
"655","Supporting Your Mental Health While Working from Home","140","english","medium","2","1641896838000","3","c2"
"273","SAL- Traxon Global Customs (TGC) - Basic","1","english","medium","0","1591868272000","2","c2"
"519","Traxon Global Customs - The Netherlands - Customs Reporting","136","english","medium","0","1620649257000","2","c2"
"62","2019 Traxon© Global Security - Icelandair Cargo","31","english","medium","0","1557230859000","1","c2"
"27","CHAMP Quotes for Sales and Reservations : XS Airlines","1","english","medium","0","1539866787000","1","c2"
"30","Power User -  OSA Orientation how to Register & Enroll Users ","5","english","medium","0","1572974667000","1","c1"
"427","TOEFL Essentials Independent Contractor Speaking Training","12","english","medium","2","1640106438000","3","c3"
"435","ALTRD-New Employee Onboarding","21","english","medium","2","1643059305000","4","c3"
"308","MCQ Item Requirements for AP Music Theory Test","13","english","medium","2","1628193547000","3","c3"
"521","Traxon Global Customs - Belgium - Customs Reporting","136","english","medium","0","1620649504000","2","c2"
"509","Traxon Global Security","117","english","medium","2","1620640477000","2","c2"
"411","Traxon Global Customs (TGC) US Customs Authority","1","english","medium","2","1606299274000","2","c2"
"142","MCQ Item Requirements for AP Statistics Tests","13","english","medium","2","1605567939000","2","c3"
"245","Introduction to ALTRD Editorial Services","17","english","medium","2","1623336796000","3","c3"
"102","ABBI Forms Construction","15","english","medium","2","1597435081000","2","c3"
"363","K-12 CA: Flow of Value, Part 1","15","english","medium","2","1636030138000","3","c3"
"516","8. Metacognition and Learning","32","english","medium","2","1655748569000","5","c3"
"510","Overview of K12 Graphics","17","english","medium","2","1654191755000","5","c3"
"695","Marketing: Loyalty Programs Protecting the Privacy of Your Customer","141","english","medium","2","1643812706000","4","c2"
"201","Cargospot Import Handling - Completing Shipment Transfer","42","english","medium","0","1584455010000","1","c2"
"409","Traxon Global Customs (TGC) AdminTraining","1","english","medium","2","1606296493000","2","c2"
"108","2019 Traxon Global Security - Kuwait Airways","31","english","medium","0","1563434887000","1","c2"
"464","Traxon Global Customs (TGC) UG Customs Authority","1","english","medium","2","1606382222000","2","c2"
"597","Data Privacy Test","141","english","medium","2","1630066087000","3","c2"
"423","Traxon Global Customs (TGC) CY Customs Authority","1","english","medium","2","1606377629000","2","c2"
"328","Creating and Maintaining Drop-down Lists in Excel","30","english","medium","2","1632243484000","3","c3"
"400","MSPO for Team Members 3 - Accessing and Navigating Project Online","6","english","medium","2","1637617856000","3","c3"
"218","An Introduction to Item Workflow","23","english","medium","2","1618680862000","2","c3"
"604","Cargospot Export Handling - Demo","25","english","medium","2","1633094941000","3","c2"
"529","Traxon Global Customs - France - Customs Reporting","136","english","medium","0","1620650261000","2","c2"
"712","Cargospot Hub Management","154","english","medium","0","1647597346000","4","c2"
"267","Cargospot Import Handling - Delivery of a Shipment (SAL)","1","english","medium","0","1591860505000","2","c2"
"482","Traxon Global Customs (TGC) Basic Training - LATAM","1","english","medium","0","1612788264000","2","c2"
"400","Cargospot Handling General Invoicing - Aviance Ghana","1","english","medium","0","1606138397000","2","c2"
"159","Alpine Airstrip Access","3","english","medium","2","1645143942000","4","c1"
"174","FRQ Item Requirements for the AP Biology Test","13","english","medium","2","1608324546000","2","c3"
"130","Retired-Creating and Triaging an OIW Assignment Using the IBIS™ Application","8","english","medium","0","1604782766000","2","c3"
"72","IBIS® Open Canvas Orientation","3","english","medium","2","1594680182000","2","c3"
"484","Overview of IBIS® Import Templates","37","english","medium","2","1649739222000","4","c3"
"457","Traxon Global Customs (TGC) IL Customs Authority","1","english","medium","2","1606381917000","2","c2"
"540","Traxon Global Customs - Romania - Customs Reporting","136","english","medium","0","1620651611000","2","c2"
"194","Cargospot Export Handling - Working with the AWB","26","english","medium","0","1584435492000","1","c2"
"210","Traxon© Global Customs (TGC) - Amerijet","1","english","medium","0","1586161721000","2","c2"
"35","IBIS™ Adding Attachments","3","english","medium","2","1587995745000","2","c3"
"54","Sample","28","english","medium","0","1589237437000","2","c3"
"471","Traxon Global Customs (TGC) Ethiopia Customs Authority","1","english","medium","2","1606382458000","2","c2"
"121","Traxon Global Customs (TGC) - WESTJET","1","english","medium","0","1571047697000","1","c2"
"438","Traxon Global Customs (TGC) LV Customs Authority","1","english","medium","2","1606379788000","2","c2"
"415","Traxon Global Customs (TGC) AR Customs Authority","1","english","medium","2","1606373813000","2","c2"
"92","Fire Watch  (ARSC)","13","english","medium","2","1605814521000","2","c1"
"62","AK-CESCL 2-day Certification","11","english","medium","2","1595964112000","2","c1"
"442","Work Skills: Developing a Product Vision and Roadmap","35","english","medium","2","1643822410000","4","c3"
"229","RPA Bots: CRT Session Creator Tutorial","30","english","medium","2","1620937513000","2","c3"
"496","RPA Bots: Scoring Scale and Guide Tool Tutorial","30","english","medium","2","1651559144000","4","c3"
"437","Work Skills: Overview of Agile and Scrum","1","english","medium","2","1643233676000","4","c3"
"624","Cargospot General Invoicing - Billing","146","english","medium","2","1639739436000","3","c2"
"401","Cargospot Handling - Export","1","english","medium","0","1606295157000","2","c2"
"245","Cargospot Import Handling - Shipment Arrival and Document Handling (SWP)","1","english","medium","0","1589294415000","2","c2"
"705","Cargospot Temperature Control Handling","154","english","medium","2","1644246208000","4","c2"
"394","Traxon© Global Security (TGS) - WCS","1","english","medium","0","1605006327000","2","c2"
"466","Work Skills: Jira Basics","1","english","medium","2","1647361979000","4","c3"
"113","Entering Scoring Objects into IBIS®","4","english","medium","2","1599676605000","2","c3"
"451","ELL: SharePoint Support Site","12","english","medium","2","1644351485000","4","c3"
"394","ELL-AIEF Tool","12","english","medium","2","1637269482000","3","c3"
"27","Retired-IBIS™ Adding Math Expressions","4","english","medium","2","1587649433000","2","c3"
"537","Traxon Global Customs - Norway - Customs Reporting","136","english","medium","0","1620651346000","2","c2"
"78","NSTC North Slope Camps & Safety Orientation Module","1","english","medium","2","1604968389000","2","c1"
"141","Energy Isolation 1","22","english","medium","2","1639598115000","3","c1"
"42","NSTC: Respiratory Protection: 2: APR","22","english","medium","0","1579038228000","1","c1"
"404","How to Create a Playlist in the Upskill Training Center","24","english","medium","2","1638310188000","3","c3"
"183","Tier 2 Scores and Score Scales","7","english","medium","2","1609202458000","2","c3"
"217","Principles of Accessibility for Non-Assessment Content","25","english","medium","2","1617314167000","2","c3"
"499","IBIS® AU and IC Import Templates","37","english","medium","2","1651699110000","4","c3"
"248","Editing Test Materials","1","english","medium","0","1623426684000","3","c3"
"140","Retired-MCQ Item Requirements for AP Economics Tests","13","english","medium","0","1605553066000","2","c3"
"268","Cargospot Import Handling - Completing Shipment Transfer (SAL)","1","english","medium","0","1591860526000","2","c2"
"467","Traxon Global Customs (TGC) EG Customs Authority","1","english","medium","2","1606382327000","2","c2"
"185","Cargospot GHA - Post Course Evaluation","2","english","medium","0","1580462161000","1","c2"
"625","Cargospot General Invoicing - Templates and Configuration","146","english","medium","2","1639739448000","3","c2"
"256","Cargospot Export Handling - Acceptance (SAL)","26","english","medium","0","1591860271000","2","c2"
"83","NSTC HAZWOPER Module","11","english","medium","2","1605578765000","2","c1"
"381","3. Data Wrangling - Data Science Academy","32","english","medium","2","1636982717000","3","c3"
"176","FRQ Item Requirements for AP Computer Science A Test","13","english","medium","2","1608324622000","2","c3"
"389","MSPO for Resource Managers 3 - Resource Management Concepts","6","english","medium","2","1637206184000","3","c3"
"258","RPA Bots: IBIS Form Checker Add-On (IFCA) Tutorial","30","english","medium","2","1623784464000","3","c3"
"410","MSPO for Administrators 3 - Look and Feel","6","english","medium","2","1638821926000","3","c3"
"278","Lunch and Learn: National Council on Measurement (NCME) Virtual Conference 2021","14","english","medium","2","1625080535000","3","c3"
"516","Traxon Global Customs - The United States of America and Puerto Rico - Customs Reporting","148","english","medium","2","1620648542000","2","c2"
"651","Managing Virtual Teams","140","english","medium","2","1641896826000","3","c2"
"469","Traxon Global Customs (TGC) AO Customs Authority","1","english","medium","2","1606382394000","2","c2"
"153","Energy Isolation 2","22","english","medium","2","1639775066000","3","c1"
"219","TOEFL ITP Teacher Training Workshop Materials","12","english","medium","2","1618767111000","2","c3"
"441","Work Skills: Developing a High-Performing Team","1","english","medium","2","1643722011000","4","c3"
"253","Program-Specific Style for Editors","1","english","medium","0","1623695113000","3","c3"
"270","Translation Considerations for Winsight","1","english","medium","0","1624294635000","3","c3"
"271","Translation Considerations for NAEP","1","english","medium","0","1624294714000","3","c3"
"353","K-12 CA: Sprint Planning Meeting & Facilitation","15","english","medium","2","1634587254000","3","c3"
"137","Retired-MCQ Item Requirements for AP Computer Science Tests","13","english","medium","0","1605547641000","2","c3"
"307","MCQ Item Requirements for AP Microeconomics Test","13","english","medium","2","1628192184000","3","c3"
"254","Editorial Services Considerations for French","1","english","medium","0","1623765097000","3","c3"
"660","Cargospot Airline - Reservations","150","english","medium","2","1642157359000","3","c2"
"65","Traxon© Global Customs (TGC) Basic + CA/US - Cargojet","1","english","medium","0","1557239622000","1","c2"
"586","Introduction to Cargospot Revenue","154","english","medium","2","1625661454000","3","c2"
"594","CHAMP Finance for Non-Finance Team Members","116","english","medium","2","1628083527000","3","c2"
"125","Hazard Communication","3","english","medium","2","1619476681000","2","c1"
"79","HAZWOPER Module (NSTC)","11","english","medium","2","1604973092000","2","c1"
"25","IBIS® Formatting Poetry and Prose","3","english","medium","2","1587592729000","2","c3"
"387","MSPO for Resource Managers 1 - Introduction to the Microsoft Project & Portfolio (PPM) Management Solution","6","english","medium","2","1637182974000","3","c3"
"189","Tier 3 Fairness in Assessment","7","english","medium","2","1610307485000","2","c3"
"255","Editorial Services Considerations for German","1","english","medium","0","1623765204000","3","c3"
"76","Traxon© Global Security (TGS)  - TAP","31","english","medium","0","1559030748000","1","c2"
"87","2019 Traxon© Global Security - Alaska Airlines","31","english","medium","0","1559820261000","1","c2"
"584","Introduction to Cargospot Handling","154","english","medium","2","1625570755000","3","c2"
"303","MCQ Item Requirements for AP Italian Test","13","english","medium","2","1628191583000","3","c3"
"235","Accessible Word Documents","25","english","medium","2","1622146642000","2","c3"
"443","Sample by Cindy 2","28","english","medium","2","1643827999000","4","c3"
"707","Developing a Service Mindset","140","english","medium","2","1645450830000","4","c2"
"453","Traxon Global Customs (TGC) KG Customs Authority","1","english","medium","2","1606381781000","2","c2"
"122","APDES - Alpine","3","english","medium","2","1619475323000","2","c1"
"147","Respiratory Protection- SAR","22","english","medium","2","1639600021000","3","c1"
"140","Confined Space Entry","22","english","medium","2","1639597900000","3","c1"
"416","MSPO for Administrators 9 - High Level Enterprise Functionality","6","english","medium","2","1638828099000","3","c3"
"366","ELL: Sprint Planning Part 2, Meeting Steps and Facilitation","1","english","medium","2","1636125473000","3","c3"
"449","Microsoft Word Collected Links: For Reviewing Documents","1","english","medium","2","1643992028000","4","c3"
"402","MSPO for Team Members 5 - Team Collaboration","6","english","medium","2","1637639112000","3","c3"
"670","Cargospot Handling - Import","154","english","medium","2","1643717315000","4","c2"
"126","Cargospot Export Handling - Preparing the Export Flight","26","english","medium","0","1571140956000","1","c2"
"566","Traxon Global Customs - Kenya - Customs Reporting","136","english","medium","0","1620714808000","2","c2"
"573","Traxon Global Customs - Sudan - Customs Reporting","136","english","medium","0","1620715243000","2","c2"
"148","5 things you didn't know about Power BI Desktop","6","english","medium","0","1605723677000","2","c3"
"409","MSPO for Administrators 2 - Project Online Architecture & Enterprise Data","6","english","medium","2","1638817348000","3","c3"
"464","Getting to Know Assessment Development at ETS","1","english","medium","2","1646672781000","4","c3"
"494","Introduction to Data Review","15","english","medium","2","1651070796000","4","c3"
"508","7. Designing with Multimedia","32","english","medium","2","1654101867000","5","c3"
"404","Cargospot Handling - General Invoicing","1","english","medium","0","1606295465000","2","c2"
"622","Cargospot Handling - Import","146","english","medium","2","1639738610000","3","c2"
"367","Traxon Global Customs (TGC) US - LOT Polish airlines","1","english","medium","0","1597739168000","2","c2"
"581","Introduction to Cargospot Mobile","154","english","medium","2","1625498067000","3","c2"
"263","Cargospot Handling General Invoice - Agent Billing (SAL)","1","english","medium","0","1591860435000","2","c2"
"485","Traxon Global Customs (TGC) Mali Customs Authority","1","english","medium","2","1614697013000","2","c2"
"439","Traxon Global Customs (TGC) LT Customs Authority","1","english","medium","2","1606379818000","2","c2"
"403","Cargospot Handling - Dangerous Goods","1","english","medium","0","1606295437000","2","c2"
"146","Respiratory Protection SCBA","22","english","medium","2","1639599828000","3","c1"
"44","NSTC: Respiratory Protection: 4: SAR","22","english","medium","0","1579038756000","1","c1"
"102","ASA North Slope Orientation","1","english","medium","2","1608763467000","2","c1"
"84","RETIRE-TOEIC Listening -  Item Development Training Materials","12","english","medium","0","1594928641000","2","c3"
"478","IBIS® Test Assembly Assistant (TAA): Data, Form, and Rule Configurations","8","english","medium","2","1648584806000","4","c3"
"272","Overview of Build Assessment Super Process","1","english","medium","0","1624374845000","3","c3"
"491","2. Designing for Visual Displays","32","english","medium","2","1650909844000","4","c3"
"69","TEst","1","english","medium","0","1594042897000","2","c3"
"723","Test Course Stripe","1","english","medium","2","1652442827000","5","c2"
"266","Cargospot Import Handling - Shipment Arrival and Document Handling (SAL)","1","english","medium","0","1591860490000","2","c2"
"81","Alaska Safety Handbook Module (NSTC)","12","english","medium","2","1605378244000","2","c1"
"130","New Hope  Anti-harassment Training","11","english","medium","2","1634240110000","3","c1"
"393","ELL-IFCAO Tool","12","english","medium","2","1637269184000","3","c3"
"507","6. Designing for Process Data","32","english","medium","2","1654101137000","5","c3"
"359","ELL: Backlog Refinement","1","english","medium","2","1635512357000","3","c3"
"188","Tier 3 Legally Prudent Communication","7","english","medium","2","1610290297000","2","c3"
"626","A Design Thinking Approach to Putting the Customer First","140","english","medium","2","1641294485000","3","c2"
"150","Cargospot Import Handling - Import Shipment Arrival and Document Handling","42","english","medium","0","1574173311000","1","c2"
"551","Traxon Global Customs - Paraguay - Customs Reporting","136","english","medium","0","1620653823000","2","c2"
"550","Traxon Global Customs - Trinidad and Tobago - Customs Reporting","136","english","medium","0","1620653571000","2","c2"
"131","Cargospot Import Handling - Completing Shipment Transfer","42","english","medium","0","1571239031000","1","c2"
"242","Cargospot Handling General Invoice - Agent Billing (SWP)","1","english","medium","0","1589292583000","2","c2"
"527","Traxon Global Customs - Estonia - Customs Reporting","136","english","medium","0","1620650043000","2","c2"
"233","Traxon© Global Customs (TGC) - Cathay Pacific","1","english","medium","0","1589195239000","2","c2"
"528","Traxon Global Customs - Spain - Customs Reporting","136","english","medium","0","1620650112000","2","c2"
"621","Cargospot Handling - Export","146","english","medium","2","1639736258000","3","c2"
"152","Fall Protection","22","english","medium","2","1639774960000","3","c1"
"33","IBIS® Using the NeXT Interface","3","english","medium","2","1587995213000","2","c3"
"413","MSPO for Administrators 6 - Enterprise Resource Pool","6","english","medium","2","1638823810000","3","c3"
"292","MCQ Item Requirements for AP French Test","13","english","medium","2","1627484423000","3","c3"
"414","MSPO for Administrators 7 - Project Team Sites and Team Site Templates","6","english","medium","2","1638824894000","3","c3"
"477","Traxon Global Customs (TGC) Basic Training + CA - CZ","1","english","medium","0","1607702641000","2","c2"
"239","Cargospot Export Handling - Preparing the Export Flight (SWP)","26","english","medium","0","1589292147000","2","c2"
"39","NSTC: Hydrogen Sulfide / Iron Sulfide","12","english","medium","0","1578181714000","1","c1"
"226","SAMPLE Course by Leah","1","english","medium","2","1620312926000","2","c3"
"356","CST for AP Department Staff","13","english","medium","2","1634834365000","3","c3"
"118","Before You Start Working in IBIS™","3","english","medium","2","1600435578000","2","c3"
"533","Traxon Global Customs - Italy - Customs Reporting","136","english","medium","0","1620650811000","2","c2"
"215","Traxon Global Security","117","english","medium","0","1586933163000","2","c2"
"503","Cargospot Airline - Sales & Pricing","1","english","medium","2","1620633081000","2","c2"
"148","Respiratory Protection- SAR","22","english","medium","2","1639774316000","3","c1"
"65","Basic Orientation Plus Refresher and Test","16","english","medium","2","1599700911000","2","c1"
"175","FRQ Item Requirements for AP Physics 1","13","english","medium","2","1608324592000","2","c3"
"165","MCQ Item Requirements for AP Comparative Government and Politics Test","13","english","medium","2","1607557421000","2","c3"
"428","Traxon Global Customs (TGC) IE Customs Authority","1","english","medium","2","1606379403000","2","c2"
"86","2019 Traxon© Global Security - SATA ","31","english","medium","0","1559819809000","1","c2"
"386","Traxon Global Customs (TGC) Basic Training + Countries Aerotranscargo","1","english","medium","2","1600961057000","2","c2"
"360","Adding Auto-Generated Closed Captions to MP4s","1","english","medium","2","1635522863000","3","c3"
"321","AP CDT Member Orientation - Recorded Webinar","13","english","medium","2","1630617999000","3","c3"
"490","1. Introduction: Cognitive Foundations for Task Design","32","english","medium","2","1650908870000","4","c3"
"435","Traxon Global Customs (TGC) DE Customs Authority","1","english","medium","2","1606379689000","2","c2"
"393","Cargospot Handling & Mobile Demo - WFS","25","english","medium","2","1604567749000","2","c2"
"463","Traxon Global Customs (TGC) SN Customs Authority","1","english","medium","2","1606382189000","2","c2"
"520","Traxon Global Customs - Austria - Customs Reporting","136","english","medium","0","1620649315000","2","c2"
"36","NSTC Policies and Procedures","10","english","medium","0","1576267685000","1","c1"
"312","1. Data Science Academy Course Overview","32","english","medium","2","1628545818000","3","c3"
"467","NAEP SQ - How to Author the BQNumeric and BQMultiple Numeric Item Type","1","english","medium","2","1647635095000","4","c3"
"635","Presentation Tips for Pitching to Investors","140","english","medium","2","1641294516000","3","c2"
"429","Traxon Global Customs (TGC) CH Customs Authority","1","english","medium","2","1606379480000","2","c2"
"472","Traxon Global Customs (TGC) JM Customs Authority","1","english","medium","2","1606382488000","2","c2"
"19","Orientation to the IBIS™ System","5","english","medium","2","1587580502000","2","c3"
"485","IBIS® Bulk Metadata Import","37","english","medium","2","1649739382000","4","c3"
"399","Cargospot Handling Dangerous Goods - Aviance Ghana","1","english","medium","0","1606138312000","2","c2"
"654","Chair Work: Yoga Fitness and Stretching at Your Desk","140","english","medium","2","1641896838000","3","c2"
"607","IATA Codes - North America Edition","143","english","medium","2","1634299693000","3","c2"
"49","Alaska Safety Handbook (ASH) UPDATE","14","english","medium","0","1579047038000","1","c1"
"477","IBIS® Assembly Specifications (An Overview)","8","english","medium","2","1648584703000","4","c3"
"403","MSPO for Team Members 6 - Solution Walkthrough & Closing","6","english","medium","2","1637639504000","3","c3"
"41","Retired-Creating Sessions in the IBIS™ Content Review Tool (CRT)","8","english","medium","0","1588043361000","2","c3"
"101","ABBI Item Authoring","15","english","medium","2","1597434760000","2","c3"
"598","Traxon Global Customs - Basic Training - CV","136","english","medium","2","1631711606000","3","c2"
"575","Traxon Global Customs - Liberia - Customs Reporting","136","english","medium","0","1620715485000","2","c2"
"48","What Is Copyright?","7","english","medium","2","1588713224000","2","c3"
"320","Sample by Tara 2","28","english","medium","2","1630443156000","3","c3"
"265","Cargospot Import Handling - Import Flight Preparation (SAL)","1","english","medium","0","1591860474000","2","c2"
"114","Course Evaluation","1","english","medium","2","1616782275000","2","c1"
"29","IBIS® Lead In, Direction Paragraph, and Stem Paragraph","3","english","medium","2","1587757202000","2","c3"
"486","IBIS Efficiencies - 3","1","english","medium","0","1649779021000","4","c3"
"86","SAMPLE--DAC and NAC Recruitment","28","english","medium","0","1594987304000","2","c3"
"348","IBIS™ Content Submission Tool (CST): Completing Configuration of Starter Content and Item Types","8","english","medium","2","1633992958000","3","c3"
"412","MSPO for Administrators 5 - Task Management","6","english","medium","2","1638823021000","3","c3"
"117","2019 Traxon Global Security  - Kuwait Airways (2)","31","english","medium","0","1569226794000","1","c2"
"713","Cargospot Hub Management","146","english","medium","0","1647599427000","4","c2"
"430","Traxon Global Customs (TGC) CZ Customs Authority","1","english","medium","2","1606379515000","2","c2"
"188","Traxon© Global Customs (TGC) Basic Training + AR/BO","1","english","medium","0","1581327509000","1","c2"
"28","Traxon Global Security (Icelandair Cargo)","1","english","medium","0","1540893671000","1","c2"
"106","Lead Safety Awareness Module (NSTC)","11","english","medium","2","1612985305000","2","c1"
"343","K-12 CA: Backlogs, Epics, Features, and User Stories","15","english","medium","2","1633462904000","3","c3"
"503","IBIS® Item Workflow Pathways - Workflow Import Template Training","2","english","medium","2","1652980359000","5","c3"
"99","Retired-Module 01: Introduction to English Teaching Foundations","12","english","medium","0","1597326774000","2","c3"
"128","Cargospot Import Handling - Import Flight Preparation","42","english","medium","0","1571235686000","1","c2"
"721","Introduction to ICS2","143","english","medium","2","1651756252000","4","c2"
"149","Respiratory Protection SCBA","22","english","medium","2","1639774470000","3","c1"
"127","Emergency Action Plan - Alpine (camp)","3","english","medium","2","1619478777000","2","c1"
"143","MCQ Item Requirements for the AP Chemistry Test","13","english","medium","2","1605568102000","2","c3"
"193","Tier 3 Basic Aspects of IRT for Test Developers","7","english","medium","2","1610325644000","2","c3"
"358","K-12 CA: Backlog Refinement Training","15","english","medium","2","1635359643000","3","c3"
"661","Data Security for Teleworkers","141","english","medium","2","1642503101000","3","c2"
"244","Cargospot Import Handling - Import Flight Preparation (SWP)","1","english","medium","0","1589293942000","2","c2"
"511","Cargospot Mobile System Administration","92","english","medium","2","1620641737000","2","c2"
"556","Traxon Global Customs - India - Customs Reporting","136","english","medium","0","1620654227000","2","c2"
"151","Respiratory Protection- Introduction","22","english","medium","2","1639774853000","3","c1"
"350","ELL: Developing and Implementing a Product Vision and Roadmap","1","english","medium","2","1634145718000","3","c3"
"468","IBIS® Content Review Tool (CRT): Session Management","27","english","medium","2","1648062534000","4","c3"
"620","Introduction to CHAMP Global Project and Service Delivery","116","english","medium","2","1637230611000","3","c2"
"538","Traxon Global Customs - Poland - Customs Reporting","136","english","medium","0","1620651467000","2","c2"
"468","Traxon Global Customs (TGC) KE Customs Authority","1","english","medium","2","1606382359000","2","c2"
"508","Cargospot Mobile","92","english","medium","2","1620639442000","2","c2"
"460","CST User Experience and Onboarding Tips","8","english","medium","2","1646089411000","4","c3"
"426","Using Miro to Elevate Your Agile Events","30","english","medium","2","1639590831000","3","c3"
"636","Pitching Your Ideas Strategically","140","english","medium","2","1641294516000","3","c2"
"650","Building Relationships While Working from Home","140","english","medium","2","1641896826000","3","c2"
"619","Cargospot General Invoicing - Billing","137","english","medium","0","1635264383000","3","c2"
"449","Traxon Global Customs (TGC) UK Customs Authority","1","english","medium","2","1606380215000","2","c2"
"234","Advanced IBIS™ Data Reporting Tool (DRT)","8","english","medium","2","1621736333000","2","c3"
"18","IBIS® Item Authoring","3","english","medium","2","1587579587000","2","c3"
"555","Traxon Global Customs - Japan - Customs Reporting","136","english","medium","0","1620654116000","2","c2"
"690","Human Resources: Protecting Privacy During the Hiring Process","141","english","medium","2","1643810615000","4","c2"
"220","Cargospot Handling - General Invoicing","1","english","medium","0","1586938553000","2","c2"
"649","Remote Work Foundations","140","english","medium","2","1641896820000","3","c2"
"205","Cargospot Handling General Invoice - Airline Contract Agreement","68","english","medium","0","1584455555000","1","c2"
"100","2018 Alaska Safety Handbook Update","11","english","medium","0","1607470876000","2","c1"
"138","MCQ Item Requirements for AP Physics Tests","13","english","medium","2","1605547993000","2","c3"
"126","Retired-Best Practices in Multiple-Choice Item Writing","23","english","medium","0","1604598063000","2","c3"
"323","TAIC Tools: Google Targeted Search","30","english","medium","2","1631721778000","3","c3"
"587","Introduction to the CHAMP Sales Process (GPSD Roles)","116","english","medium","2","1626089031000","3","c2"
"217","Cargospot Export Handling","1","english","medium","2","1586933732000","2","c2"
"697","Respecting Your Employees Privacy","141","english","medium","2","1643813573000","4","c2"
"718","Cargospot Airline - Queue Management","150","english","medium","2","1649680310000","4","c2"
"2","BP Induction Test","2","english","medium","0","1561582205000","1","c1"
"425","ELL: Jira Basics","12","english","medium","2","1639429604000","3","c3"
"112","New Course Sample Created by Kelly","1","english","medium","0","1599598735000","2","c3"
"199","Devon's Fit For Growth Sample 1: Phase 1: Sahi Installation and Recording","28","english","medium","2","1612468442000","2","c3"
"236","Cargospot Handling - DGM Handling (SWP)","1","english","medium","0","1589291470000","2","c2"
"437","Traxon Global Customs (TGC) ES Customs Authority","1","english","medium","2","1606379754000","2","c2"
"665","IATA Codes - Central & South America Edition","143","english","medium","2","1643193228000","4","c2"
"407","K-12 CA: Jira Basics","15","english","medium","2","1638558867000","3","c3"
"418","MSPO for Administrators 11 - Day-to-Day Administrative Activities","6","english","medium","2","1638843692000","3","c3"
"441","Traxon Global Customs (TGC) MT Customs Authority","1","english","medium","2","1606379887000","2","c2"
"613","Introduction to Traxon Global Security","144","english","medium","2","1634802608000","3","c2"
"646","Cargospot Mobile System Administration","147","english","medium","2","1641805200000","3","c2"
"209","Traxon© Global Customs (TGC) - Suparna Airlines","1","english","medium","0","1585644463000","2","c2"
"119","Cargospot Airline Demo","25","english","medium","2","1570432664000","1","c2"
"131","1-Introduction to Assessment Development","14","english","medium","2","1605293577000","2","c3"
"30","How to Close Out a Sprint and Start the Next One in Jira","6","english","medium","2","1587760140000","2","c3"
"373","MSPO for Production Managers 7 - Assignment Planning","6","english","medium","2","1636570539000","3","c3"
"630","Take a More Creative Approach to Problem-Solving","140","english","medium","2","1641294498000","3","c2"
"223","Traxon© Global Customs (TGC) - Aeromexico","1","english","medium","0","1587044255000","2","c2"
"673","Cargospot General Invoicing - Billing","154","english","medium","2","1643717491000","4","c2"
"652","Level Up Your Remote Team Experience","140","english","medium","2","1641896832000","3","c2"
"487","IBIS Efficiencies - 4","1","english","medium","0","1649779081000","4","c3"
"259","Editorial Services SharePoint Processes","17","english","medium","2","1623785113000","3","c3"
"493","ALTRD Best Practices Working with SharePoint, Teams, and OneDrive","30","english","medium","2","1650989352000","4","c3"
"568","Traxon Global Customs - Republic of Congo - Customs Reporting","136","english","medium","0","1620714966000","2","c2"
"639","CHAMP Privacy and Data Protection - Part 1","141","english","medium","2","1641462801000","3","c2"
"499","Cargospot Mobile - Admin Online Training","1","english","medium","2","1618461830000","2","c2"
"454","Traxon Global Customs (TGC) RU Customs Authority","1","english","medium","2","1606381817000","2","c2"
"213","Traxon Global Customs (TGC) - Spring Offer 2020","80","english","medium","0","1586329302000","2","c2"
"554","Traxon Global Customs - Bangladesh - Customs Reporting","136","english","medium","0","1620654063000","2","c2"
"72","NSTC H2S/FeS Module","11","english","medium","2","1601933606000","2","c1"
"331","Installing and Using Excel General Purpose Macros","30","english","medium","2","1632272328000","3","c3"
"153","Object Tagging for the AP Program","13","english","medium","2","1607456215000","2","c3"
"462","Traxon Global Customs (TGC) NG Customs Authority","1","english","medium","2","1606382095000","2","c2"
"627","Design Thinking: Understanding the Process","140","english","medium","2","1641294485000","3","c2"
"466","Traxon Global Customs (TGC) GH Customs Authority","1","english","medium","2","1606382296000","2","c2"
"432","Traxon Global Customs (TGC) EE Customs Authority","1","english","medium","2","1606379589000","2","c2"
"322","K-12 CA: Overview of Agile and Scrum","15","english","medium","2","1631280350000","3","c3"
"53","Sample Course 3","1","english","medium","2","1589237418000","2","c3"
"513","Working with Test Developers, Blueprints, and IBIS® Assembly Specification Imports","8","english","medium","2","1654535710000","5","c3"
"306","MCQ Item Requirements for AP Macroeconomics Test","13","english","medium","2","1628192117000","3","c3"
"390","MSPO for Resource Managers 4 - Understanding the Project Planning Process","6","english","medium","2","1637251558000","3","c3"
"455","Pivot Tables in Excel","1","english","medium","0","1645127548000","4","c3"
"663","Traxon Global Security","117","english","medium","2","1642668284000","3","c2"
"54","2019 Traxon© Global Security - Royal Air Maroc ","31","english","medium","0","1555587360000","1","c2"
"677","Traxon Global Customs - Basic Training","154","english","medium","2","1643719187000","4","c2"
"314","Sample by Tara","28","english","medium","2","1628797755000","3","c3"
"448","Microsoft Word Collected Links: For Process Documents","1","english","medium","2","1643991964000","4","c3"
"230","REITIRED: RPA Bots: Troubleshooting","30","english","medium","0","1621254633000","2","c3"
