id,title,description,filename,originalFilename,idThumbnail,contentType,idSource,conversion_status,userId,duration,viewCounter,created,shownInList,whishedStatus,sns,is_private,transcriptProcessId,taggingProcessId,external_id,thumbnail_url,disable_qa,oldFilename,eventAction,currentUserDomain,originalOwnerId
505,Walmart's Case Shutdown Workflow | Case Hibernation,Walmart's 2 month database hibernation policy.,c94fd755-5673-2096-110b-e0a4dee4a9d0437486513.mp4,c94fd755-5673-2096-110b-e0a4dee4a9d0.mp4,"",1,1,20,13915,111,8,1616625910000,false,"",0,0,3136,3184,"","",false,c94fd755-5673-2096-110b-e0a4dee4a9d0437486513.mp4,"","",""
2,EDRM Model,<p>Link to the EDRM model for new hire training. </p>,27de1ceab7a3b64fba9de062e9082a2c,https://www.edrm.net/frameworks-and-standards/edrm-model/,"",15,1,20,13106,0,2,1553273794000,false,"",0,0,19,43,"","",false,27de1ceab7a3b64fba9de062e9082a2c,"","",""
127,Training Committee Roles and Responsibilities (2 of 4),<p>Training Committee Roles and Responsibilities. Please watch this session second (2 of 4).</p>,sc_823c5e88-3395-95eb-a4d1-e5e7128de641.mp4,sc_823c5e88-3395-95eb-a4d1-e5e7128de641.mp4,"",1,1,20,13912,226,36,1568407354000,false,"",0,0,1492,"","","",false,sc_823c5e88-3395-95eb-a4d1-e5e7128de641.mp4,"","",""
164,Team Leader Intro Videos,This playlist includes team lead introduction videos.,"","","",19,1,20,13586,"",0,1572906193000,false,"",0,1,"","","","",false,"","","",""
444,Watch Later,Watch Later,"","","",19,1,18,13805,"",0,1607036092000,false,"",0,1,"","","","",false,"","","",""
286,InSite 101,"<p>Basic navigation, report an incident, search the knowledge base and tips and tricks about InSite.</p>",o_1e7l6o7ua7p8m35s0i1g7ovga.pptx,InSite 101.pptx,"",4,1,20,14138,"",37,1588775886000,false,"",0,0,2029,2030,"","",false,o_1e7l6o7ua7p8m35s0i1g7ovga.pptx,"","",""
24,Relativity 10 Assisted Review,"<p>Relativity Assisted Review is a feature of Relativity that uses a search technology called categorization to teach Relativity how to determine whether a document is responsive or non-responsive, as well as what issues apply to that document.</p>",39acffa0bed2b377ee2ebf4e830ec09f,https://help.relativity.com/10.0/Content/Relativity/Assisted_Review/Assisted_Review.htm,"",15,1,20,13106,0,1,1561408062000,false,"",0,0,305,304,"","",false,39acffa0bed2b377ee2ebf4e830ec09f,"","",""
341,2020.04 The Agile Approach: Maximize Your Effectiveness,<p>The Agile Approach: Maximize Your Effectiveness </p>,o_1edn536fn1jsh1or61a9j1bi6nqta.pdf,The Agile Approach - WLEAD - 20200429.pdf,"",5,1,20,13689,"",3,1595283709000,false,"",0,0,2253,2254,"","",false,o_1edn536fn1jsh1or61a9j1bi6nqta.pdf,"","",""
307,ABBYY OCR General Admin Use - Core Training - Processing,"<p>General tips, and advice, how to access ABBY administrative tools.KB0013966</p>",sc_d6a06d7b-9f82-6c58-2f19-bff987135937.mp4,sc_d6a06d7b-9f82-6c58-2f19-bff987135937.mp4,"",1,1,20,13612,191,5,1592563669000,false,"",0,0,2117,2116,"","",false,sc_d6a06d7b-9f82-6c58-2f19-bff987135937.mp4,"","",""
68,01. Contribute content in Lighthouse Academy,<p>Instructions on how to contribute and publish content to channels in Lighthouse Academy.</p>,sc_77c63ab7-d23e-a758-a86b-f9573846ceb9.mp4,sc_77c63ab7-d23e-a758-a86b-f9573846ceb9.mp4,"",1,1,20,13689,186,54,1562092362000,false,"",0,0,4280,"","","",false,sc_77c63ab7-d23e-a758-a86b-f9573846ceb9.mp4,"","",""
258,Core Training - Stage Data Task,<p>Basic training video on Stage Data Task for CORE</p>,sc_340ee5b2-b448-a004-3b6e-b954d360a316.mp4,sc_340ee5b2-b448-a004-3b6e-b954d360a316.mp4,"",1,1,20,13612,408,18,1586572375000,false,"",0,0,1930,1929,"","",false,sc_340ee5b2-b448-a004-3b6e-b954d360a316.mp4,"","",""
711,AAPI Heritage Month for kids: 9 fun activities for learning and celebrating,"Teach kids the importance of Asian American and Native Hawaiian / Pacific Islander Heritage Month with these engaging and meaningful books, movies and other creative ideas and activities.","",https://www.care.com/c/teach-kids-asian-american-pacific-islander-heritage-month/,"",15,1,20,13689,"",0,1653002915000,false,"",0,0,4918,4919,"","",false,"","",lighthouseglobal.docebosaas.com,""
633,05. Annual Reflection Manager Training Deck,<p>2021 Manager Annual Reflection Training 11/30/2021 Presentation Deck</p>,c9625ef39eaec26f134858a90b4af7a2386213012.pdf,2021 Manager Annual Reflection Training.pdf,"",5,1,20,13912,"",431,1638302499000,false,"",0,0,4321,"","","",false,"","",lighthouseglobal.docebosaas.com,""
694,Malbek Training for Sales Enablement  - Module 3,"<p>General Template, Third-Party Paper, Relationships, and Additional Guidance</p><p><br /></p>",5835e47289ca200031c4c2396ce5f52b506aa3be273649468.mp4,Malbek Training _ Module 3 (Required)-20220512_110621-Meeting Recording.mp4,"",1,1,20,15219,2542,3,1652383047000,false,"",0,0,4834,4835,"","",false,5835e47289ca200031c4c2396ce5f52b506aa3be273649468.mp4,"",lighthouseglobal.docebosaas.com,""
289,01. Lighthouse Experience Playbook,<p>This Playbook is your shared guide for clarifying expectations to ensure Lighthouse Experience (LHX) runs smoothly and creates a positive onboarding experience for our new employees. </p>,65f9ea8964e82c252538bb796ddd2d83,https://360.articulate.com/review/content/0939913b-5b8c-4956-85dc-cf18da590745/review,"",15,1,20,13689,0,100,1589290547000,false,"",0,0,2036,2037,"","",false,65f9ea8964e82c252538bb796ddd2d83,"","",""
664,How To Draft Pricing Amendments and Leverage SOWs (from the Legal Team),"<p>This presentation is to ensure pricing amendments are drafted accurately to reduce churn and to understand when to leverage a SOW for matter-specific pricing, using an available Lighthouse template. </p><p><br /></p><p>The most current Lighthouse contract templates can be found in InSite --&gt; Knowledge Base --&gt; Legal --&gt; Templates --&gt; U.S.</p><p><br /></p><p>Sales Enablement also has access to templates in DocuSign.</p>",ade7964ee70e687215549f178c6f3f35330582512.pptx,How To Draft Pricing Amendments and Leverage SOWs.pptx,"",4,1,20,14347,"",238,1646776919000,false,"",0,0,4612,4614,"","",false,"","",lighthouseglobal.docebosaas.com,""
509,Walmart's 20 Day User Deactivation Workflow | How to generate and filter Relativity user report,How to generate and filter Relativity user report.,47be3c8f-7a24-879c-0e94-63826515869a371193927.mp4,47be3c8f-7a24-879c-0e94-63826515869a.mp4,"",1,1,20,13915,603,6,1616628434000,false,"",0,0,3165,3191,"","",false,47be3c8f-7a24-879c-0e94-63826515869a371193927.mp4,"","",""
137,SF - 30-Day Onboarding,SF - 30-Day Onboarding,"","","",19,1,18,13897,"",0,1569356614000,false,"",0,1,"","","","",false,"","","",""
483,Client Services Playbook | Production Specifications Communication Template,Provides a communication template for productions to be updated by Client Services and sent to clients,3d41c74a-f21a-83d5-b666-e2e24b8570d4824181686.mp4,3d41c74a-f21a-83d5-b666-e2e24b8570d4.mp4,"",1,1,20,13878,668,16,1614834942000,false,"",0,0,2835,2836,"","",false,3d41c74a-f21a-83d5-b666-e2e24b8570d4824181686.mp4,"","",""
88,Training,info,"","","",19,1,18,14094,"",1,1565381699000,false,"",0,1,"","","","",false,"","","",""
298,Communicating about Culturally Sensitive Issues,"<p>Discussions about cultural differences can be uncomfortable. They take courage. In this course, business communication professor Daisy Lovelace shares principles and strategies that can help you have more productive, meaningful conversations on topics related to diversity. Daisy helps you understand that everyone has a unique lens based on their experiences, and that understanding and appreciating that difference is the first step in being able to discuss sensitive topics. She also outlines a number of techniques to help you navigate these difficult conversations.</p>",2b7aec3a239b48151cd9f2cc0df36c10.,https://www.linkedin.com/learning/communicating-about-culturally-sensitive-issues/welcome?u=2058572,"",15,1,20,13988,0,4,1591658408000,false,"",0,0,2064,2063,"","",false,2b7aec3a239b48151cd9f2cc0df36c10.,"","",""
192,Gmail Converter Tool SOP,"<p>Intake uses this Gmail Converter tool to help get all the necessary metadata for every Gmail document needed for processing then client review.</p>
<p>SOP Created by: Santiago Barragan</p>",o_1ds05e1nr1051v2p4n4nv18n7a.docx,Gmail Converter Tool.docx,"",2,1,20,13875,"",6,1576258701000,false,"",0,0,1674,1675,"","",false,o_1ds05e1nr1051v2p4n4nv18n7a.docx,"","",""
678,Blackout/REVS Review Consulting Training,"<p>Please see the below KB's for additional information: <a href=\"https://lhediscoveryprod.service-now.com/kb_view.do?sys_kb_id=39db49badbf9415014cc5e67489619e0\" target=\"_blank\" rel=\"noreferrer noopener\">Blackout – Work Order Templates</a> <br /><a href=\"https://lhediscoveryprod.service-now.com/kb_view.do?sys_kb_id=57472121db524110193859b2ca9619c4\" target=\"_blank\" rel=\"noreferrer noopener\">Process Blackout - Workflow and Process</a></p>","",https://lighthouseglobal.docebosaas.com/course/edit/8459;tab=properties,"",15,1,20,13106,"",6,1649876939000,false,"",0,0,4702,4701,"","",false,"","",lighthouseglobal.docebosaas.com,""
522,Week 0 - RCA Training,<p>Recording of the initial RCA training group meeting. 4.20.2021</p>,a7c8d5f88fc6e30146068b469fb9da00b63e3762568969680.mp4,Week 0 - RCA Training.mp4,"",1,1,20,13106,1198,16,1618951860000,false,"",0,0,3292,3293,"","",false,a7c8d5f88fc6e30146068b469fb9da00b63e3762568969680.mp4,"","",""
305,ChatSmart Pilot Training,<p>ChatSmart Pilot Training by Anna Kim Chang on 06/03/2020</p>,o_1eakpretf1m73j0c12eomqj13gsa.mp4,ChatSmart Pilot_ Training Placeholder.mp4,8132,1,1,20,13689,3766,54,1591983598000,false,"",0,0,3519,3518,"","",false,o_1eakpretf1m73j0c12eomqj13gsa.mp4,"","",""
560,08 - Export Encrypted Natives (New Architecture),<p>KB0015522 </p>,f6c70ebf-704f-fa47-a678-98d1308451ef1654868342.mp4,f6c70ebf-704f-fa47-a678-98d1308451ef.mp4,"",1,1,20,13612,958,0,1625058780000,false,"",0,1,3735,3736,"","",false,f6c70ebf-704f-fa47-a678-98d1308451ef1654868342.mp4,"","",""
731,InSite Learning Lab,<p><br />InSite Learning Lab </p>,"",https://lighthouseglobal.docebosaas.com/learn/course/134/insite-learning-lab?generated_by=13106&hash=c49b2255db0d8081e728c6d5cb34f08a3170cc08,"",15,1,20,13106,"",1,1655406972000,false,"",0,0,5096,5097,"","",false,"","",lighthouseglobal.docebosaas.com,""
113,Structured Analytics,<p>This guide contains a workflow with basic information for setting up repeated content identification.</p>,o_1dilurp5aj7euig1qut1asb1v262g.pdf,Structured_Analytics_-_Repeated_Content.pdf,"",5,1,20,13689,"",15,1566252590000,false,"",0,0,1261,1376,"","",false,o_1dilurp5aj7euig1qut1asb1v262g.pdf,"","",""
132,Overview of Transcripts in Relativity,<p>This video provides just an overview of how transcripts work in Relativity. A more detailed video showing how to upload and use the transcripts will be available soon. </p>,o_1dku2liotpa11bsp1kjv18oq1k6va.mp4,Relativity Transcripts Overview-LH-Academy .mp4,8079,1,1,20,13945,235,10,1568672500000,false,"",0,0,1499,"","","",false,o_1dku2liotpa11bsp1kjv18oq1k6va.mp4,"","",""
613,Privacy Management Licensing,As this solution is new and licensing is fun :D  This is an overview as of Nov 2021 that takes you through the 2 solutions can you purchase.This information ...,"",https://www.youtube.com/watch?v=2r-kTPQpLZ4,"",20,1,20,14648,"",1,1635873414000,false,"",0,0,4146,"","","",false,"","",lighthouseglobal.docebosaas.com,""
643,Expanding Horizons  - Session 2,<p>Expanding Horizons</p><p>Session 2</p>,"",https://lighthouseediscovery-my.sharepoint.com/:v:/g/personal/dmiller_lighthouseglobal_com/EWgQK-EhOVdNt4DlI2IYLtkB_gxtVKK3dOpOtDjwPEaVzQ,"",15,1,20,13912,"",8,1641402385000,false,"",0,0,4879,4354,"","",false,"","",lighthouseglobal.docebosaas.com,""
379,‎Ten Percent Happier with Dan Harris: The Secrets of Gritty People | Angela Duckworth on Apple Podcasts,"<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\">In this episode of the Ten Percent Happier podcast, host Dan Harris interviews Angela Duckworth, psychologist and author of the Lighthouse-acclaimed book, <em>Grit: The Power of Passion and Perseverance</em>.</p>
<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\"> </p>
<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\">In their discussion, Angela and Dan explore the value of grit and resiliency in our current shared reality, touching on meaningful relevant topics like the Black Lives Matter movement and the impact of inequality, as well as the global pandemic.</p>
<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\"> </p>
<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\">They discuss “the secrets of gritty people,” including details on cultivating grit “when it seems like the world is falling apart.”</p>
<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\"> </p>
<p class=\"MsoNormal\" style=\"margin:0in;font-size:12pt;font-family:Calibri, sans-serif;\">Check it out, Lighthouse fam!</p>",c579634a264cabed370e0e64cf48e3f6.png,https://podcasts.apple.com/us/podcast/the-secrets-of-gritty-people-angela-duckworth/id1087147821?i=1000487649119,"",15,1,20,14323,0,19,1597332485000,false,"",0,0,2382,2401,"","",false,c579634a264cabed370e0e64cf48e3f6.png,"","",""
384,Michael Welp | TEDxBend | White Men: Time to Discover Your Cultural Blind Spots,"<p>Michael Welp, PhD. is a co-founder of White Men as Full Diversity Partners (WMFDP). For 20 years, Welp has led pioneering workshops engaging white male leaders to create cultures of full inclusion. He focuses on how to engage white men to become more passionate advocates for inclusion and how they can partner better with people of color and white women. Welp has facilitated interracial team building with over a dozen South African corporations in his work with Outward Bound. His research on how white men learn about diversity led to founding WMFDP. Welp is the author of the recently published book, Four Days To Change: 12 Radical Habits to Overcome Bias and Thrive in a Diverse World.</p>",fc32b98873c09be34870036cd60da296.jpg,http://tedxbend.com/presenters/michael-welp/,"",15,1,20,13988,0,21,1598564209000,false,"",0,0,2397,2399,"","",false,fc32b98873c09be34870036cd60da296.jpg,"","",""
367,BEAM Charter,<p>Bridging E-discovery and Minorities Charter</p>,o_1ee19i2hc1n1fm9l7bk1mhqrvla.pdf,BEAM Charter.pdf,"",5,1,20,13689,"",18,1595623938000,false,"",0,0,2320,2321,"","",false,o_1ee19i2hc1n1fm9l7bk1mhqrvla.pdf,"","",""
475,Walmart Training - Who's Who | Outside Counsel,Learn a bit about Walmart's outside counsel in this session and hear a few details about the people you will talk to on a daily basis while working on Walmart Opioid matters.   ,7a6061ea-aa8d-7c22-2e1d-957ad387d429928347926.mp4,7a6061ea-aa8d-7c22-2e1d-957ad387d429.mp4,"",1,1,20,13878,1114,11,1614314807000,false,"",0,0,2787,2788,"","",false,7a6061ea-aa8d-7c22-2e1d-957ad387d429928347926.mp4,"","",""
573,Lighthouse Global Focus Discovery Interview Question Guide,<p>Lighthouse Global Focus Discovery Interview Question Guide</p>,fb06ed4562f8139aeb4de40109a08c2d115843739.docx,Lighthouse Global Focus Discovery Interview Question Guide.docx,"",2,1,20,13106,"",42,1625754085000,false,"",0,0,3786,3796,"","",false,"","","",""
529,Lighthouse Processing Training - ChatSmart - PreProcessing - MS Teams Data,<p>KB0016009 </p><p>Stage MS Teams data for pre-processing</p><p>Setting Up Pre Processing Request</p>,2d48d72d-6b90-9a2b-abae-34061790fbbf2032570002.mp4,2d48d72d-6b90-9a2b-abae-34061790fbbf.mp4,"",1,1,20,13612,775,0,1621339277000,false,"",0,1,3486,3487,"","",false,2d48d72d-6b90-9a2b-abae-34061790fbbf2032570002.mp4,"","",""
189,ReviewSmart Overview,<p>This is a client facing overview of ReviewSmart provided by R.E. Fort. </p>,o_1drtf1dso1jkplq1l1f1gqhcg3a.mp4,ReviewSmart-Overview-022819.mp4,8090,1,1,20,13106,242,39,1576168110000,false,"",0,0,1667,1666,"","",false,o_1drtf1dso1jkplq1l1f1gqhcg3a.mp4,"","",""
402,Learning Content Style Guide,"<p>Refer to this guide for standards and guidelines when creating learning and documentation. It includes templates and standards for things such as language, graphics, logos, colors, and interactions.</p>",383e3ff1f4cef8f2b2cca8564e9ef3f3,https://360.articulate.com/review/content/6839cf37-8f45-439a-9ad3-b1257465f79b/review,"",15,1,20,13586,0,8,1600301014000,false,"",0,0,2465,2464,"","",false,383e3ff1f4cef8f2b2cca8564e9ef3f3,"","",""
533,RS Lunch & Learn - ChatSmart Demo,<p>RS Lunch &amp; Learn - ChatSmart Demo</p>,b82b02d95d0a66d6ef47a3ddc965e2bb97b827de775934394.mp4,Review Solutions Lunch _ Learn (1).mp4,"",1,1,20,13106,1987,9,1621890543000,false,"",0,0,3532,3537,"","",false,b82b02d95d0a66d6ef47a3ddc965e2bb97b827de775934394.mp4,"","",""
318,The Work Starts with You: 3 Habits True Allies Practice,"<p>Dereca Blackmon's blog shares tips on developing an inclusive mindset and being an effective ally - one that is brave, humble and dedicated.</p>",ee3cd9d69c445d69fd35dd052999c981.jpg,https://learning.linkedin.com/blog/linkedin-learning-resources/the-work-starts-with-you--3-habits-true-allies-practice,"",15,1,20,13988,0,3,1593533503000,false,"",0,0,2175,2180,"","",false,ee3cd9d69c445d69fd35dd052999c981.jpg,"","",""
611,Defender for Cloud Apps - Overview Session,"<p>When it comes to understanding cloud apps both Microsoft and 3rd party MCAS/Defender for Cloud Apps, allows our customers to delve deeper into data, scan and protect.</p><p>This session is an introduction to what MCAS is, how Lighthouse can leverage it to drive advisory services – and will be an interactive session.</p><p><br /></p><p>Agenda:</p>Intro to where MCAS is in the stack – Microsoft DefenderMCAS – What it was built for: Discovery of cloud apps<p><br /></p>Use cases: It’s a bucket if tools, including demo’s on:<p><br /></p>Endpoint cloud app scanningGovernance:Reverse proxy – Real-time DLP (session)File – monitoring, scanning and labelling (file)Conditional access – who are you and where do you come from? (access)<p><br /></p>Defender overview – insights and thoughts into Security. (how this overlaps with compliance).",fe3cb4d3dd1a117efe85d111369a8fe9c0e93b3c1508597815.mp4,Microsoft Cloud App Security - Overview Session-20211020_173401-Meeting Recording.mp4,"",1,1,20,14648,3178,1,1635841783000,false,"",0,0,4144,4143,"","",false,fe3cb4d3dd1a117efe85d111369a8fe9c0e93b3c1508597815.mp4,"",lighthouseglobal.docebosaas.com,""
310,steve duval test,"",sc_9919953d-83ed-e2fc-0f94-7c2f3dbdf4a6.mp4,sc_9919953d-83ed-e2fc-0f94-7c2f3dbdf4a6.mp4,"",1,1,6,13689,11,0,1592925626000,false,"",0,0,2126,2125,"","",false,sc_9919953d-83ed-e2fc-0f94-7c2f3dbdf4a6.mp4,"","",""
530,03e - ChatSmart Auto-Processing - Part 1,<p>KB0015555 </p>,d04f31f4-32c3-9c07-81e1-2420f45d6fd5109341093.mp4,d04f31f4-32c3-9c07-81e1-2420f45d6fd5.mp4,"",1,1,20,13612,708,0,1621345588000,false,"",0,1,3493,3495,"","",false,d04f31f4-32c3-9c07-81e1-2420f45d6fd5109341093.mp4,"","",""
334,2019.11 Budgeting 101 Meeting Details Recorded Meeting,<p>Budgeting 101 Meeting Details Recorded Meeting</p>,o_1edn01qjc1jhc7h46l217lt1p9f.mp4,WLEAD Budgeting 101-20191121 1704-1.mp4,8195,1,1,20,13689,2623,3,1595278421000,false,"",0,0,2245,2244,"","",false,o_1edn01qjc1jhc7h46l217lt1p9f.mp4,"","",""
248,Running Name Normalization,"<p>In this video, we talk about what Name Normalization is, why it’s useful and how to set up and run Name Normalization in Relativity.</p>",ebc26d98555b96554134769db33678ec.jpg,https://www.youtube.com/watch?v=J9Fz58U_15M&feature=youtu.be,"",20,1,20,13106,0,0,1585930691000,false,"",0,0,1902,1901,"","",false,ebc26d98555b96554134769db33678ec.jpg,"","",""
691,Malbek Training for Sales Enablement - Module 2,<p>Handling Redlines and Finalizing the Contract (05.11.2022)</p><p>Compose </p>,39a3f87e29de53c8b3fbdab30c9b508cd57796d5319900929.mp4,Malbek Training _ Module 2 (Required)-20220511_100403-Meeting Recording.mp4,"",1,1,20,15219,2102,6,1652291198000,false,"",0,0,4814,4813,"","",false,39a3f87e29de53c8b3fbdab30c9b508cd57796d5319900929.mp4,create,lighthouseglobal.docebosaas.com,""
328,"","",o_1edf887em16fnpsdtelkb412p4a.pptx,WLEAD Policy Change.pptx,"",4,1,6,13689,"",0,1595018583000,false,"",0,0,2226,2227,"","",false,o_1edf887em16fnpsdtelkb412p4a.pptx,"","",""
348,Cross-Team Collaboration Training,"<p>Alyssa Karalekas, Senior Director of Learning and Organizational Development, leads this cross-collaboration training on the benefits and challenges of working across teams with advice on planning, assuming positive intent, and effective communication.</p>",o_1edno4n4v8t512daukn1g6q3ata.mp4,Cross-team Collaboration Training-20200720 1700-1.mp4,8201,1,1,20,14276,3699,17,1595303681000,false,"",0,0,2279,2278,"","",false,o_1edno4n4v8t512daukn1g6q3ata.mp4,"","",""
719,Active Learning/Rank Report,David Bruno discussion,"","","",19,1,18,14650,"",0,1653336671000,false,"",0,1,"","","","",false,"","","",""
574,Lighthouse Global Remote Interview Question Guide,<p>Lighthouse Global Remote Interview Question Guide</p>,28d918847043e5c471aeec6e8ece4aac1260609700.docx,Lighthouse Global Remote Interview Question Guide.docx,"",2,1,20,13106,"",43,1625754242000,false,"",0,0,3790,3791,"","",false,"","","",""
637,Leading@LH,Courses for Leading@LH,"","","",19,1,18,15176,"",0,1639155234000,false,"",0,1,"","","","",false,"","","",""
356,"Quarterly Sales Meeting, Pt. 1",<p>Sales and marketing quarterly meeting.</p>,o_1eds0tumv1ecl1abi1tmc7qt3ncf.mp4,Meeting in _General_ .mp4,8205,1,1,20,14276,7755,5,1595447115000,false,"",0,0,2296,2295,"","",false,o_1eds0tumv1ecl1abi1tmc7qt3ncf.mp4,"","",""
378,2020Q3,To Take,"","","",19,1,18,14055,"",0,1597263436000,false,"",0,1,"","","","",false,"","","",""
666,Navigate U: Informational Interview Guide,"<p><strong>Informational Interview Guide</strong></p><p>What is an informational interview?</p><p><br /></p><p>Be aware that an informational interview is not a job interview OR a guarantee of a position in the future. It is though, an opportunity to meet with someone you admire (or with someone whose job you admire) to hear their story. Informational interviews are a valuable way to get a clear visual of a position to determine if it’s potentially a fit for you.</p>",172299107f93530c90db7fdea233c0071843058182.docx,Informational Interview Guide.docx,"",2,1,20,13912,"",220,1646943530000,false,"",0,0,4619,4620,"","",false,"","",lighthouseglobal.docebosaas.com,""
499,Relativity Analytics with Sashi RS Lunch Learn - Session 1,Relativity Analytics with Sashi RS Lunch Learn - Session 1,eef39329d793a12edbd0530a2b1125fb278fece01119736049.mp4,Relativity Analytics with Sashi RS Lunch Learn - Session 1.mp4,"",1,1,20,13106,3158,3,1616444040000,false,"",0,0,3024,3025,"","",false,eef39329d793a12edbd0530a2b1125fb278fece01119736049.mp4,"","",""
376,E-discovery,Understaning,"","","",19,1,18,14109,"",0,1596830128000,false,"",0,1,"","","","",false,"","","",""
392,Relativity | Getting Started in Relativity,"<p>Learn how to get started using Relativity 10. This video will walk you through, logging in, editing personal settings, using favorites, quick nav &amp; more.</p>",29f7b78a2cc233cea95d5ec1b5438728.jpg,https://www.relativity.com/ediscovery-training/self-paced/getting-started-in-relativity/,"",15,1,20,14243,0,17,1599692424000,false,"",0,0,2418,2417,"","",false,29f7b78a2cc233cea95d5ec1b5438728.jpg,"","",""
571,Lighthouse Global ETS Interview Question Guide,<p>Lighthouse Global ETS Interview Question Guide</p>,ea3f11f1a105c1b3d21416a03c0f59ac283720883.docx,Lighthouse Global ETS Interview Question Guide.docx,"",2,1,20,13106,"",40,1625753993000,false,"",0,0,3777,3778,"","",false,"","","",""
84,My Videos,Things I uploaded.,"","","",19,1,20,14004,"",0,1564757709000,false,"",0,1,"","","","",false,"","","",""
510,Network Locations | Walmart redirected matters for processing (004564),Walmart redirected matters for processing (004564),f208fd1c-bd0f-c82c-22fa-59b13c7188222019830072.mp4,f208fd1c-bd0f-c82c-22fa-59b13c718822.mp4,"",1,1,20,13915,83,7,1616628644000,false,"",0,0,3161,3188,"","",false,f208fd1c-bd0f-c82c-22fa-59b13c7188222019830072.mp4,"","",""
616,One Trust Data Privacy Video Updates,<p>One Trust publishes a monthly video summarizing the major updates in Data Privacy. I find this very helpful in keeping current in the space.</p>,"",https://www.dataguidance.com/videos,"",15,1,20,15088,"",1,1636037998000,false,"",0,0,4167,4168,"","",false,"","",lighthouseglobal.docebosaas.com,""
385,Focus,Focus,"","","",19,1,18,14334,"",0,1598883445000,false,"",0,1,"","","","",false,"","","",""
387,"Webinar: Insiders & Outsiders, Engaging White Men in Diversity & Inclusion","<p>Recorded session from the first webinar in the D&amp;I at Lighthouse Webinar Series where Michael Welp, co-founder of White Men as Full Diversity Partners (WMFDP), facilitated a discussion exploring diversity and inclusion from a perspective of full inclusion. This workshop explores insider outsider dynamics, privilege and engaging white men in creating effective diversity partnerships and a culture of inclusion. </p>
<p> </p>
<p>The slides from this webinar are also posted here: https://lighthouseglobal.docebosaas.com/share/asset/view/388</p>
<p> </p>
<p>As well as a helpful guide on having conversations around race and racism: https://lighthouseglobal.docebosaas.com/share/asset/view/389</p>
<p> </p>",o_1ehau6b53muc18m01u6t140f4p2a.mp4,Michael Welp WMFD 9-1-2020.mp4,8228,1,1,20,13988,3714,25,1599168786000,false,"",0,0,2405,2404,"","",false,o_1ehau6b53muc18m01u6t140f4p2a.mp4,"","",""
97,Analytics Categorization Sets,"<p><span style=\"font-size:12pt;font-family:'Times New Roman', serif;\">Using categorization, you can create a set of example documents that Analytics uses as the basis for identifying and grouping other conceptually similar documents. Categorization is useful early in a review project when you understand key concepts of a case and can identify documents that are representative examples of these concepts. As you review documents in the Relativity viewer, you can designate examples and add them to various categories. You can then use these examples to apply categories to the rest of the documents in your workspace.</span></p>",o_1dilkvp2to951gpbhhcvs1oh5p.docx,Catagorization Sets.docx,"",2,1,20,13689,"",3,1566242236000,false,"",0,0,1245,1369,"","",false,o_1dilkvp2to951gpbhhcvs1oh5p.docx,"","",""
468,PM Training,Client Services PM Training,"","","",19,1,18,14204,"",0,1613513613000,false,"",0,1,"","","","",false,"","","",""
104,Running an Email Threading Set,"<p>This video will give you an overview of what Email Threading is, and how to run an Email Threading set in Relativity. This is one of the pre-work videos that...</p>",8eff2fae3e3f8f6abca9e9bf45a72aa5.jpg,https://youtu.be/-7gQktjSots,"",20,1,20,13689,0,7,1566243771000,false,"",0,0,1277,1276,"","",false,8eff2fae3e3f8f6abca9e9bf45a72aa5.jpg,"","",""
184,How to start pair programming,"<p>Pair programming is an engineering practice from the Extreme Programming framework. It is an excellent way to share knowledge, grow skills and create low-defect code. Amitai Schleier is an Agilist and excellent Technical Coach. In this blog post he lays out 7 principles for getting started with pair programming. </p>",cc25090601ab30c7585e6f511adeddee,https://schmonz.com/2019/12/01/how-to-start-pair-programming/,"",15,1,20,14142,0,2,1575569725000,false,"",0,0,1654,1653,"","",false,cc25090601ab30c7585e6f511adeddee,"","",""
456,Management Vids,Things I should watch,"","","",19,1,18,14409,"",0,1611852901000,false,"",0,1,"","","","",false,"","","",""
274,Core Training - Resolve an Incident,<p>KB0014494 Training video discussing how to properly handle a NY or Seattle Core Incident.</p>,sc_7102e72c-c55f-c1cc-95e4-d32a0f271bd2.mp4,sc_7102e72c-c55f-c1cc-95e4-d32a0f271bd2.mp4,"",1,1,20,13612,284,6,1587778483000,false,"",0,0,1982,1981,"","",false,sc_7102e72c-c55f-c1cc-95e4-d32a0f271bd2.mp4,"","",""
700,"Getting Personal—Wearable Devices, Data, and Compliance","Thora Johnson of Orrick joins Bill and Rob to discuss the new data landscape with wearable devices and health apps, and how it has impacted data compliance, cybersecurity, and privacy concerns.","",https://content.lighthouseglobal.com/law-candor-podcast/getting-personal-wearable-devices-data-and-compliance,"",15,1,3,13689,"",0,1653000942000,false,"",0,1,"","","","",false,"","",lighthouseglobal.docebosaas.com,""
